KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K11783,mqnB | futalosine hydrolase
K11784,mqnC | cyclic dehypoxanthinyl futalosine synthase
K11785,"mqnD | 1,4-dihydroxy-6-naphthoate synthase"
K11798,BRWD1_3 | bromodomain and WD repeat domain containing protein 1/3
K11811,arsH | arsenical resistance protein ArsH
K11814,ebrA | multidrug resistance protein EbrA
K11815,ebrB | multidrug resistance protein EbrB
K11824,AP2A | AP-2 complex subunit alpha
K11837,USP6_32 | ubiquitin carboxyl-terminal hydrolase 6/32
K11850,USP26_29_37 | ubiquitin carboxyl-terminal hydrolase 26/29/37
K11858,USP48 | ubiquitin carboxyl-terminal hydrolase 48
K11866,"STAMBP, AMSH | STAM-binding protein"
K11873,UBP10 | ubiquitin carboxyl-terminal hydrolase 10
K11874,UBP16 | ubiquitin carboxyl-terminal hydrolase 16
K11886,ECM29 | proteasome component ECM29
K11890,impM | type VI secretion system protein ImpM
K11891,"impL, vasK, icmF | type VI secretion system protein ImpL"
K11892,"impK, ompA, vasF, dotU | type VI secretion system protein ImpK"
K11893,"impJ, vasE | type VI secretion system protein ImpJ"
K11894,"impI, vasC | type VI secretion system protein ImpI"
K11895,"impH, vasB | type VI secretion system protein ImpH"
K11896,"impG, vasA | type VI secretion system protein ImpG"
K11897,impF | type VI secretion system protein ImpF
K11898,impE | type VI secretion system protein ImpE
K11899,impD | type VI secretion system protein ImpD
K11900,impC | type VI secretion system protein ImpC
K11901,impB | type VI secretion system protein ImpB
K11902,impA | type VI secretion system protein ImpA
K11903,hcp | type VI secretion system secreted protein Hcp
K11904,vgrG | type VI secretion system secreted protein VgrG
K11905,K11905 | type VI secretion system protein
K11906,"vasD, lip | type VI secretion system protein VasD"
K11907,"vasG, clpV | type VI secretion system protein VasG"
K11909,vasI | type VI secretion system protein VasI
K11910,vasJ | type VI secretion system protein VasJ
K11912,ppkA | serine/threonine-protein kinase PpkA
K11913,fha1 | type VI secretion system protein
K11917,sfa3 | sigma-54 dependent transcriptional regulator
K11921,"cynR | LysR family transcriptional regulator, cyn operon transcriptional activator"
K11923,"cueR | MerR family transcriptional regulator, copper efflux regulator"
K11924,"mntR | DtxR family transcriptional regulator, manganese transport regulator"
K11925,sgrR | SgrR family transcriptional regulator
K11927,rhlE | ATP-dependent RNA helicase RhlE
K11928,putP | sodium/proline symporter
K11930,torT | periplasmic protein TorT
K11931,"pgaB | poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase"
K11933,hcr | NADH oxidoreductase Hcr
K11934,ompX | outer membrane protein X
K11935,pgaA | biofilm PGA synthesis protein PgaA
K11936,"pgaC, icaA | poly-beta-1,6-N-acetyl-D-glucosamine synthase"
K11937,pgaD | biofilm PGA synthesis protein PgaD
K11939,rhtA | inner membrane transporter RhtA
K11940,hspQ | heat shock protein HspQ
K11941,mdoC | glucans biosynthesis protein C
K11942,icmF | isobutyryl-CoA mutase
K11959,urtA | urea transport system substrate-binding protein
K11960,urtB | urea transport system permease protein
K11961,urtC | urea transport system permease protein
K11962,urtD | urea transport system ATP-binding protein
K11963,urtE | urea transport system ATP-binding protein
K11991,tadA | tRNA(adenine34) deaminase
K11993,ACOT6 | acyl-CoA thioesterase 6
K12014,TRIM38 | tripartite motif-containing protein 38
K12019,TRIM43S | tripartite motif-containing protein 43/48/49/64/77
K12037,TRIM75 | tripartite motif-containing protein 75
K12038,TRIML1 | tripartite motif family-like protein 1
K12041,"SLC9A6_7, NHE6_7 | solute carrier family 9 (sodium/hydrogen exchanger), member 6/7"
K12047,MGAM | maltase-glucoamylase [EC:3.2.1.20 3.2.1.3]
K12055,"K12055, parA | chromosome partitioning related protein ParA"
K12056,traG | conjugal transfer mating pair stabilization protein TraG
K12057,traF | conjugal transfer pilus assembly protein TraF
K12058,traN | conjugal transfer mating pair stabilization protein TraN
K12059,trbC | conjugal transfer pilus assembly protein TrbC
K12060,traU | conjugal transfer pilus assembly protein TraU
K12061,traW | conjugal transfer pilus assembly protein TraW
K12062,trbI | conjugal transfer pilin signal peptidase TrbI
K12063,traC | conjugal transfer ATP-binding protein TraC
K12064,traV | conjugal transfer pilus assembly protein TraV
K12065,traB | conjugal transfer pilus assembly protein TraB
K12066,traK | conjugal transfer pilus assembly protein TraK
K12067,traE | conjugal transfer pilus assembly protein TraE
K12068,traL | conjugal transfer pilus assembly protein TraL
K12069,traA | conjugal transfer pilus assembly protein TraA
K12070,traI | conjugal transfer pilus assembly protein TraI
K12071,traD | conjugal transfer pilus assembly protein TraD
K12072,traH | conjugative transfer pilus assembly protein TraH
K12111,ebgA | evolved beta-galactosidase subunit alpha
K12112,ebgC | evolved beta-galactosidase subunit beta
K12132,"prkC, stkP | eukaryotic-like serine/threonine-protein kinase"
K12136,hyfA | hydrogenase-4 component A
K12137,hyfB | hydrogenase-4 component B
K12138,hyfC | hydrogenase-4 component C
K12139,hyfD | hydrogenase-4 component D
K12140,hyfE | hydrogenase-4 component E
K12141,hyfF | hydrogenase-4 component F
K12142,hyfG | hydrogenase-4 component G
K12143,hyfH | hydrogenase-4 component H
K12144,hyfI | hydrogenase-4 component I
K12145,hyfJ | hydrogenase-4 component J
K12149,dinI | DNA-damage-inducible protein I
K12152,nudJ | phosphatase NudJ
K12160,"SUMO, SMT3 | small ubiquitin-related modifier"
K12175,"GPS1, COPS1, CSN1 | COP9 signalosome complex subunit 1"
K12178,"COPS4, CSN4 | COP9 signalosome complex subunit 4"
K12179,"COPS6, CSN6 | COP9 signalosome complex subunit 6"
K12203,"dotB, traJ | defect in organelle trafficking protein DotB"
K12204,"dotC, traI | defect in organelle trafficking protein DotC"
K12205,"dotD, traH | defect in organelle trafficking protein DotD"
K12206,"icmB, dotO | intracellular multiplication protein IcmB"
K12209,"icmE, dotG | intracellular multiplication protein IcmE"
K12213,"icmK, traN, dotH | intracellular multiplication protein IcmK"
K12214,"icmL, traM, dotI | intracellular multiplication protein IcmL"
K12217,"icmO, trbC, dotL | intracellular multiplication protein IcmO"
K12218,"icmP, trbA | intracellular multiplication protein IcmP"
K12234,"cofE, fbiB | coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]"
K12235,SRR | serine racemase
K12238,pchD | pyochelin biosynthesis protein PchD
K12240,pchF | pyochelin synthetase
K12241,pchG | pyochelin biosynthetic protein PchG
K12248,"bst | beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 0160)"
K12251,aguB | N-carbamoylputrescine amidase
K12254,kauB | 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-]
K12255,gbuA | guanidinobutyrase
K12256,spuC | putrescine---pyruvate transaminase
K12257,secDF | SecD/SecF fusion protein
K12262,cybB | cytochrome b561
K12263,cccB | cytochrome c551
K12266,norR | anaerobic nitric oxide reductase transcription regulator
K12267,msrAB | peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]
K12268,asp1 | accessory secretory protein Asp1
K12269,asp2 | accessory secretory protein Asp2
K12270,asp3 | accessory secretory protein Asp3
K12276,mshE | MSHA biogenesis protein MshE
K12279,mshI | MSHA biogenesis protein MshI
K12282,mshL | MSHA biogenesis protein MshL
K12283,mshM | MSHA biogenesis protein MshM
K12287,mshQ | MSHA biogenesis protein MshQ
K12292,"comA | ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein"
K12293,comB | competence factor transport accessory protein ComB
K12294,"comD | two-component system, LytTR family, sensor histidine kinase ComD"
K12296,comX1_2 | competence protein ComX
K12297,"rlmL, rlmK | 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]"
K12300,"SLC17A1S | MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 1/2/3/4"
K12308,"bgaB, lacA | beta-galactosidase"
K12325,NPR3 | atrial natriuretic peptide clearance receptor
K12326,RASGRF2 | Ras-specific guanine nucleotide-releasing factor 2
K12339,cysM | cysteine synthase B
K12340,tolC | outer membrane protein
K12343,SRD5A1 | 3-oxo-5-alpha-steroid 4-dehydrogenase 1
K12346,SMF | metal iron transporter
K12349,ASAH2 | neutral ceramidase
K12357,NEU2_3_4 | sialidase-2/3/4
K12365,"PREX1 | phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchanger 1 protein"
K12367,DOCK2 | dedicator of cytokinesis protein 2
K12368,dppA | dipeptide transport system substrate-binding protein
K12369,dppB | dipeptide transport system permease protein
K12370,dppC | dipeptide transport system permease protein
K12371,dppD | dipeptide transport system ATP-binding protein
K12372,dppF | dipeptide transport system ATP-binding protein
K12373,HEXA_B | hexosaminidase
K12385,NPC1 | Niemann-Pick C1 protein
K12394,AP1S1_2 | AP-1 complex subunit sigma 1/2
K12402,AP4M1 | AP-4 complex subunit mu-1
K12409,GNE | bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase [EC:3.2.1.183 2.7.1.60]
K12410,npdA | NAD-dependent deacetylase
K12417,ACOT11 | acyl-CoA thioesteraes 11
K12420,"actIII, oxyJ, snoaD, aknA | ketoreductase"
K12421,fadD9 | fatty acid CoA ligase FadD9
K12428,fadD32 | fatty acid CoA ligase FadD32
K12429,fadD36 | fatty acid CoA ligase FadD36
K12430,pks1_15 | 4-hydroxyphenylalkanoate synthase
K12434,pks7 | polyketide synthase 7
K12436,pks12 | polyketide synthase 12
K12437,pks13 | polyketide synthase 13
K12448,"UXE, uxe | UDP-arabinose 4-epimerase"
K12452,"ascC, ddhC, rfbH | CDP-4-dehydro-6-deoxyglucose reductase, E1"
K12454,rfbE | CDP-paratose 2-epimerase
K12460,"KIDINS220, ARMS | ankyrin repeat-rich membrane spanning protein"
K12462,"ARHGDI, RHOGDI | Rho GDP-dissociation inhibitor"
K12466,E1.1.1.275 | (+)-trans-carveol dehydrogenase
K12471,EPN | epsin
K12480,RABEP1 | Rab GTPase-binding effector protein 1
K12488,"ASAP | Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein"
K12494,PSD | PH and SEC7 domain-containing protein
K12500,tesC | thioesterase III
K12503,E2.5.1.68 | short-chain Z-isoprenyl diphosphate synthase
K12506,"ispDF | 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"
K12507,fadK | acyl-CoA synthetase
K12508,fcs | feruloyl-CoA synthase
K12509,rcpB | pilus assembly protein RcpB
K12510,tadB | tight adherence protein B
K12511,tadC | tight adherence protein C
K12512,tadD | tight adherence protein D
K12513,tadE | tight adherence protein E
K12514,tadF | tight adherence protein F
K12515,tadG | tight adherence protein G
K12516,bigA | putative surface-exposed virulence protein
K12524,thrA | bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]
K12526,lysAC | bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]
K12527,ygfK | putative selenate reductase
K12528,xdhD | putative selenate reductase molybdopterin-binding subunit
K12536,"hasD, prtD, aprD | ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase"
K12537,"hasE, prtE | membrane fusion protein, protease secretion system"
K12538,"hasF, prtF | outer membrane protein, protease secretion system"
K12541,"lapB | ATP-binding cassette, subfamily C, bacterial LapB"
K12542,"lapC | membrane fusion protein, adhesin transport system"
K12543,"lapE | outer membrane protein, adhesin transport system"
K12549,lapA | surface adhesion protein
K12551,sgtA | monofunctional glycosyltransferase
K12552,pbpA | penicillin-binding protein 1
K12553,pbp3 | penicillin-binding protein 3
K12554,murN | alanine adding enzyme
K12555,pbp2A | penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]
K12556,pbp2X | penicillin-binding protein 2X
K12567,TTN | titin
K12570,"aphD, strA | streptomycin 6-kinase"
K12573,"rnr, vacB | ribonuclease R"
K12574,rnj | ribonuclease J
K12582,"wecF, rffT | dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase"
K12583,"mgtA | phosphatidylinositol alpha 1,6-mannosyltransferase"
K12585,"DIS3, RRP44 | exosome complex exonuclease DIS3/RRP44"
K12589,"RRP42, EXOSC7 | exosome complex component RRP42"
K12600,"SKI3, TTC37 | superkiller protein 3"
K12615,EDC3 | enhancer of mRNA-decapping protein 3
K12619,"XRN2, RAT1 | 5'-3' exoribonuclease 2"
K12658,lhpA | 4-hydroxyproline epimerase
K12660,rhmA | 2-dehydro-3-deoxy-L-rhamnonate aldolase
K12661,"LRA3, yfaW | L-rhamnonate dehydratase"
K12662,"PRPF4, PRP4 | U4/U6 small nuclear ribonucleoprotein PRP4"
K12678,"aidA-I, misL | autotransporter family porin"
K12684,"esp, sigA, sepA | serine protease autotransporter"
K12685,ssp | subtilase-type serine protease
K12686,"apeE, estA, lip-1 | outer membrane lipase/esterase"
K12688,"sphB1, nalP, ausP | autotransporter serine protease"
K12690,hsf | adhesin Hsf
K12700,rihC | non-specific riboncleoside hydrolase
K12710,novU | C-methyltransferase
K12798,"NLRP1, CARD7 | NACHT, LRR and PYD domains-containing protein 1"
K12812,"UAP56, BAT1, SUB2 | ATP-dependent RNA helicase UAP56/SUB2"
K12813,DHX16 | pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16
K12814,PRP2 | pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2
K12815,"DHX38, PRP16 | pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16"
K12823,"DDX5, DBP2 | ATP-dependent RNA helicase DDX5/DBP2"
K12830,"SF3B3, SAP130, RSE1 | splicing factor 3B subunit 3"
K12838,PUF60 | poly(U)-binding-splicing factor PUF60
K12854,"SNRNP200, BRR2 | pre-mRNA-splicing helicase BRR2"
K12856,"PRPF8, PRP8 | pre-mRNA-processing factor 8"
K12864,CTNNBL1 | beta-catenin-like protein 1
K12870,ISY1 | pre-mRNA-splicing factor ISY1
K12877,MAGOH | protein mago nashi
K12940,abgA | aminobenzoyl-glutamate utilization protein A
K12941,abgB | aminobenzoyl-glutamate utilization protein B
K12942,abgT | aminobenzoyl-glutamate transport protein
K12948,"SPCS3, SPC3 | signal peptidase complex subunit 3"
K12950,ctpC | manganese/zinc-transporting P-type ATPase C
K12952,ctpE | cation-transporting P-type ATPase E
K12954,ctpG | cation-transporting P-type ATPase G
K12957,yjgB | uncharacterized zinc-type alcohol dehydrogenase-like protein
K12960,mtaD | 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
K12961,diaA | DnaA initiator-associating protein
K12962,arnE | undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE
K12963,arnF | undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF
K12972,ghrA | glyoxylate/hydroxypyruvatereductase [EC:1.1.1.79 1.1.1.81]
K12973,"pagP, crcA | lipid IVA palmitoyltransferase"
K12976,pagL | lipid A 3-O-deacylase
K12979,lpxO | beta-hydroxylase
K12980,lpxQ | lipid A oxidase
K12982,opsX | heptosyltransferase I
K12983,"waaV | UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase"
K12984,"waaE, kdtX | (heptosyl)LPS beta-1,4-glucosyltransferase"
K12985,"waaW | (galactosyl)LPS 1,2-glucosyltransferase"
K12988,"wapR | alpha-1,3-rhamnosyltransferase"
K12989,lpcC | mannosyltransferase
K12990,"rfbF, rhlC | rhamnosyltransferase"
K12991,rfbG | rhamnosyltransferase
K12992,rfbN | rhamnosyltransferase
K12993,"wbpX | alpha-1,2-rhamnosyltransferase"
K12994,"wbpY, wbdB | alpha-1,3-rhamnosyl/mannosyltransferase"
